Date,TATAMOTORS_Open,TATAMOTORS_High,TATAMOTORS_Low,TATAMOTORS_Close,M&M_Open,M&M_High,M&M_Low,M&M_Close
12-06-2020,98,106.25,98,105.300003,457,512.900024,456.100006,508.450012
15-06-2020,104.650002,104.650002,100.050003,100.5,505.149994,520.950012,498.700012,508.149994
16-06-2020,102,103.5,92,94.75,517.099976,519,501.299988,506.75
17-06-2020,93,96.400002,91.800003,95.400002,504.899994,504.899994,492.5,497.600006
18-06-2020,95,97.199997,94.150002,96.349998,496.899994,508.899994,492,506.600006
19-06-2020,96.5,103.900002,95.599998,102.5,506.600006,506.600006,496.399994,500.049988
22-06-2020,102.349998,104.900002,101,102.650002,501.75,502.25,494.100006,498.75
23-06-2020,103,106,101.900002,104.400002,500,519.900024,497.600006,516.400024
24-06-2020,105.25,110.800003,104.199997,104.800003,520,527.650024,512.549988,515.349976
25-06-2020,103.849998,106.300003,101.650002,103.800003,509.899994,516.349976,503.350006,507.25
26-06-2020,105.400002,106.050003,100.349998,101.400002,515,515.25,498.700012,501.399994
29-06-2020,101.400002,101.400002,98.050003,99.449997,494.100006,510.950012,493.049988,507.450012
30-06-2020,101.75,102.300003,97.300003,98.25,509,515.5,507.100006,510.700012
01-07-2020,99,101.449997,98.199997,100.75,513.75,521.400024,494.25,498.950012
02-07-2020,100.75,102.949997,100.400002,101.550003,506.5,532,504.399994,529.700012
03-07-2020,102.849998,106.349998,102.099998,103.449997,531.400024,535.5,524.200012,530.5
06-07-2020,105,109.900002,104.5,109,533.650024,573.549988,533.650024,570.549988
07-07-2020,109.800003,112.599998,108.050003,109.050003,565,568,551.650024,560
08-07-2020,109.5,110.849998,104.199997,105.349998,564,568.25,549,551.25
09-07-2020,106.300003,108.949997,104.650002,106.949997,554,564.299988,548.049988,560.299988
10-07-2020,106.699997,108.599998,105.400002,107.599998,555.299988,568.950012,552,554.849976
13-07-2020,108.849998,112.099998,106.849998,108,560,560.5,549.200012,555.849976
14-07-2020,106.900002,107.550003,104.099998,105.150002,553,553.950012,538,545.200012
15-07-2020,106.800003,106.800003,102.5,103.199997,550,559.700012,542.75,550.150024
16-07-2020,103.949997,103.949997,100.599998,102.949997,547,574.5,542.549988,570.900024
17-07-2020,103.650002,106.949997,103.300003,106.400002,571.950012,591.25,565.5,588.799988
20-07-2020,106.349998,106.349998,103.849998,105.050003,588.900024,597.599976,582.150024,594
21-07-2020,106,109.699997,105.5,108.449997,592.849976,597.5,585.5,588.299988
22-07-2020,108.5,109.75,104.25,105.150002,588.599976,612,582,592
23-07-2020,105.449997,106.449997,104.699997,106.050003,590.950012,609,584.5,603.349976
24-07-2020,104.699997,105.5,102.699997,103.75,594.099976,600.950012,590.099976,598.700012
27-07-2020,104,104.5,101.300003,101.699997,598.150024,600,588,594.400024
28-07-2020,102.300003,107.199997,102,106.449997,591.599976,625.799988,588.75,620.349976
29-07-2020,108.099998,108.75,104.849998,105.75,620,624.900024,601,604.849976
30-07-2020,106.400002,106.75,102.849998,103.650002,606,614.799988,596.25,598.349976
31-07-2020,104,105.400002,102.300003,104.650002,599.900024,610.849976,592.150024,606.450012
03-08-2020,103,114.400002,102.900002,113.050003,610,620.5,594.200012,597.150024
04-08-2020,112.949997,115.099998,110.800003,111.449997,597.150024,609.599976,597.150024,602.599976
05-08-2020,112.400002,117.650002,112,115.400002,605.900024,620,603.200012,614.25
06-08-2020,116.199997,117.699997,115.5,116.800003,618,618,605.549988,609.650024
07-08-2020,117,119.699997,116,119.099998,610.099976,616.5,598.700012,600.450012
10-08-2020,119.949997,124.699997,119.699997,123.849998,605,640.799988,605,628.900024
11-08-2020,125,125.800003,121.400002,122.300003,630,640.599976,622.400024,629.549988
12-08-2020,121,126.400002,120.599998,125.349998,628,648.599976,624.349976,634.950012
13-08-2020,126.099998,131.899994,124.400002,131.149994,635.150024,645.299988,628.400024,631.450012
14-08-2020,131.149994,132.649994,123.699997,124.599998,634,637.849976,607.549988,614.450012
17-08-2020,124.5,126.25,120.599998,123.550003,628,632,613.799988,623.599976
18-08-2020,124,127.5,123.599998,125.599998,625,632.75,618.599976,622.650024
19-08-2020,127,127.599998,124.75,125.150002,627,631.900024,622,623.900024
20-08-2020,123.449997,125.650002,121.099998,121.699997,620,623,610,612.049988
21-08-2020,124.199997,124.199997,120.150002,120.900002,620,620.950012,608,609.799988
24-08-2020,122,123,120.800003,121.199997,613,615.700012,601,601.950012
25-08-2020,121.800003,128.350006,121.099998,127.099998,605,612.400024,601.5,609.349976
26-08-2020,130.5,139,128.350006,137.899994,613,625.5,610.5,613.349976
27-08-2020,140.100006,146.850006,139.300003,144.25,619.150024,639.299988,615.599976,636.75
28-08-2020,144.149994,146.199997,140.5,142.800003,642.25,647,629.349976,631.400024
31-08-2020,144.5,147.949997,138.199997,143.199997,637,640.5,602.099976,606.900024
01-09-2020,143.399994,145.149994,140.399994,143.800003,610,621.549988,605,607.549988
02-09-2020,144.300003,151.649994,141.449997,150.300003,608,645.900024,602.049988,642.75
03-09-2020,151.600006,155.199997,149.550003,151.850006,640.5,656,632,644.650024
04-09-2020,147.899994,153.649994,147,147.800003,629,649.799988,626.299988,632
07-09-2020,150,152,148,149.399994,632.299988,633.849976,605.299988,610.450012
08-09-2020,149.449997,149.600006,141.199997,142.300003,611,624.5,605.299988,608.599976
09-09-2020,141,141.75,135.699997,140.100006,606.799988,617,597.400024,613.900024
10-09-2020,142.800003,144.5,138,143.300003,619.5,623.900024,612.900024,615.450012
11-09-2020,143.100006,146.800003,141.649994,144.300003,614.900024,621.900024,612.099976,614.25
14-09-2020,147.199997,151.100006,145.5,148.550003,615,629.400024,611.900024,615.299988
15-09-2020,149.399994,149.399994,146.550003,148.399994,619.25,624,611.950012,613.450012
16-09-2020,149.199997,154.300003,148.550003,151.449997,616,649.799988,616,639.450012
17-09-2020,150.800003,151,146.199997,147.649994,631,643.5,627.650024,636.799988
18-09-2020,148.699997,150.5,146.25,147.899994,640,659.400024,634.549988,654.150024
21-09-2020,147.75,147.75,135.5,137.449997,657,666.599976,615.450012,622.450012
22-09-2020,138,138.149994,129.649994,133.100006,622.450012,624.25,603,615.799988
23-09-2020,135.5,136.699997,127.900002,131.399994,622.049988,623.349976,603.25,612.599976
24-09-2020,127.900002,128.800003,122.150002,122.800003,605,606.400024,567.5,575.099976
25-09-2020,123.699997,128.350006,123.099998,127.25,583.900024,595.450012,576.599976,592.299988
28-09-2020,128.899994,134.300003,127.5,132.850006,595,618,593.099976,615.25
29-09-2020,134.949997,136,130.699997,131.699997,615.25,626.5,603.099976,613.200012
30-09-2020,131.550003,134.399994,130.300003,133.300003,615.950012,623,605.549988,607.900024
01-10-2020,135.899994,136.5,132.550003,133.5,614.700012,621.900024,608.150024,610.150024
05-10-2020,136.949997,137.5,132.050003,133.899994,615,616.25,597.099976,607
06-10-2020,138,145.800003,136,144.75,611.599976,633,609,627.400024
07-10-2020,144.25,144.5,139.800003,141,629.900024,636.900024,625,631.599976
08-10-2020,142.850006,143.5,139.600006,140.949997,634.150024,640.950012,627.599976,634.150024
09-10-2020,141.149994,142.649994,138,138.449997,634.150024,647.450012,628.299988,633.200012
12-10-2020,139.649994,139.649994,133,135.899994,637.900024,639.700012,630,634.400024
13-10-2020,135.399994,137.100006,132.850006,134.100006,634.349976,642,624.349976,627.900024
14-10-2020,133.75,134.649994,128.800003,130.699997,623.400024,627.799988,616.299988,623.849976
15-10-2020,131.5,134.350006,126.5,126.949997,620.950012,633,614.099976,617.299988
16-10-2020,129.399994,130.050003,126,127.75,617.5,623.950012,602.049988,606.650024
19-10-2020,129.800003,130.399994,127.800003,128.25,612.700012,614.5,595.200012,597.450012
20-10-2020,128.100006,130.300003,126.349998,129.649994,597.400024,609,590.299988,602.25
21-10-2020,131.050003,133.100006,128.300003,130.25,606.900024,610.799988,592.200012,600.849976
22-10-2020,129.699997,134.600006,128.449997,133.5,599.799988,606.950012,594.099976,604.349976
23-10-2020,134.899994,138.899994,134.100006,137,609.75,628,605.349976,625.150024
26-10-2020,138.399994,140.800003,131.25,133.699997,624.950012,625.849976,594.599976,597.150024
27-10-2020,134.149994,136.75,130.850006,135.649994,600.400024,605,593.5,597.150024
28-10-2020,139,143.25,133.5,134.800003,599,613,594.200012,604.150024
29-10-2020,132,133,130,131.899994,598.200012,604.150024,590.25,591.950012
30-10-2020,133.199997,134.5,130.300003,132.649994,592.549988,601.75,586.799988,594
02-11-2020,133.649994,134,131.100006,132.850006,592,599.900024,589,596.049988
03-11-2020,135,137.399994,133.550003,134.100006,599.299988,605.450012,594,595.799988
04-11-2020,135.600006,137,134,135.899994,597.799988,603.650024,592,596.799988
05-11-2020,137,138,136,137.649994,603.299988,607.400024,599.25,602.099976
06-11-2020,137.649994,142.300003,137.649994,139,603,619.299988,601.700012,613.599976
09-11-2020,140.600006,141.5,138.699997,141,621,622,610.200012,616.349976
10-11-2020,144.050003,146.699997,142.75,146,622,627.700012,611,619.950012
11-11-2020,146.5,151.5,145.649994,150.949997,625,644.549988,622.150024,633.200012
12-11-2020,150.949997,153.850006,150,151.199997,633.049988,654.400024,629.5,632.700012
13-11-2020,150,150,145.350006,146.350006,633.950012,638.950012,628.049988,629.849976
14-11-2020,148.699997,150.800003,148,148.850006,634.5,634.5,629.849976,631.349976
17-11-2020,152.5,159.350006,152.199997,158,639,646,633.650024,637.25
18-11-2020,158.850006,178.800003,158.550003,173.5,637.200012,709.950012,637,705.75
19-11-2020,171.399994,176.350006,166.550003,167.949997,699,728.400024,692.299988,703.900024
20-11-2020,170.050003,171.550003,165.550003,169.100006,710,718.549988,697.400024,715.599976
23-11-2020,169.5,173.899994,165.550003,170.699997,716.400024,720.75,699,705.450012
24-11-2020,171.850006,175.5,171.100006,172.050003,710,745.5,706.25,729.349976
25-11-2020,175,176.800003,169.25,171.449997,732,732.950012,716,719.950012
26-11-2020,171.600006,175,171.050003,173.75,722,736.799988,720,728.5
27-11-2020,174.649994,183.850006,174.649994,180.350006,736.900024,742.950012,711,722
01-12-2020,182.350006,182.399994,178.100006,179.75,736.400024,736.5,708.049988,734.549988
02-12-2020,184,187.350006,181.100006,183.600006,734,758,730.549988,753.599976
03-12-2020,185,186,183.25,184.850006,750.049988,756.349976,743.700012,745.849976
04-12-2020,186.5,188.800003,182.199997,184.149994,749.099976,764.450012,743.200012,750.549988
07-12-2020,184.449997,186.449997,182.699997,183.550003,750,755.849976,744.049988,752.299988
08-12-2020,184.949997,185.699997,178.949997,181.800003,753.349976,764,743.549988,754
09-12-2020,183,186.399994,181.649994,182.699997,756.799988,762.950012,750.200012,755
10-12-2020,182.699997,182.699997,176.399994,177.600006,745,754.950012,731.049988,736.150024
11-12-2020,177.949997,181.449997,176.5,178.850006,738.900024,746.700012,722.099976,727.549988
14-12-2020,181,181.5,176.699997,177.649994,731.650024,737.400024,710,711.700012
15-12-2020,176.449997,179.699997,173.25,178.899994,710,720,701,717.950012
16-12-2020,181,183.800003,180.100006,182.550003,737.099976,746.25,726.200012,731.950012
17-12-2020,184,184,180.649994,181.699997,735.099976,738.450012,725.349976,730.650024
18-12-2020,180.899994,181.5,176.649994,180.550003,726.099976,737.950012,722.549988,733.599976
21-12-2020,176,177.550003,162.5,164.550003,729,730,660.25,685.950012
22-12-2020,164.550003,169.199997,156.699997,164.949997,688.799988,699.349976,667.299988,695.049988
23-12-2020,165,169.699997,163.399994,169.199997,693,715,688.25,711.5
24-12-2020,172,178,172,175.949997,712.5,722.549988,700.099976,710.900024
28-12-2020,179.850006,187.399994,179,186.350006,715.400024,718.799988,707.299988,710.950012
29-12-2020,187.899994,188.449997,181.100006,183.449997,714.5,717,704,707.049988
30-12-2020,183.100006,185.399994,180.399994,184.149994,710,724.299988,704.349976,720.700012
31-12-2020,184.850006,187.5,182.800003,183.850006,719.75,725.549988,713.5,720.599976
01-01-2021,184.949997,187,184.5,186.5,725,744.75,723,732.450012
04-01-2021,191.800003,193,188.75,191.300003,735,751,727.25,749.099976
05-01-2021,187.100006,193.899994,185.050003,193.199997,748,748,730,740.099976
06-01-2021,194.449997,197.600006,190.649994,195.399994,741,746.450012,730.450012,736.099976
07-01-2021,197,200.350006,195.100006,196.75,743,755,740.099976,744.400024
08-01-2021,198.75,201.5,197.100006,198.149994,750,772.799988,745,770.5
11-01-2021,199.899994,225.399994,199.649994,220.649994,773.049988,791.400024,763.200012,789.099976
12-01-2021,227,252.399994,224.100006,237.800003,789.950012,796.75,777.400024,779.849976
13-01-2021,242.899994,248.800003,238.399994,242.600006,784.599976,837.5,782.25,828.349976
14-01-2021,242.850006,249.800003,238.600006,245.100006,828.900024,843.849976,827.349976,829.900024
15-01-2021,246,264.649994,242.600006,260.299988,828,838,815.349976,819.650024
18-01-2021,261.649994,262.450012,241.149994,245.949997,817.900024,820.799988,797.150024,809
19-01-2021,251.5,261.700012,251.300003,258.649994,810,819.599976,801.549988,808.049988
20-01-2021,260,277.5,258.850006,274.899994,807,831.950012,802,824.5
21-01-2021,281,299,280,290.600006,823,835,800.299988,808.25
22-01-2021,295.950012,306.899994,278.350006,289.350006,808,826.700012,795,798.400024
25-01-2021,296.899994,299.5,277.350006,279.149994,802.099976,812.950012,784.25,794.549988
27-01-2021,274.899994,275,265.700012,267.5,797,817,763.400024,769.950012
28-01-2021,260.049988,273.399994,259.049988,266.799988,758,778.099976,756.099976,765
29-01-2021,273,278.799988,260.600006,262.700012,772.549988,799.950012,746,749.599976
01-02-2021,269.75,282,255.350006,279.600006,753,808.849976,741.549988,795.150024
02-02-2021,293.600006,328.850006,290.399994,322,810,837.400024,802.599976,816.849976
03-02-2021,339.200012,341.899994,326.200012,331,821,858.900024,818,833.200012
04-02-2021,329,334.5,322.450012,326.149994,835,893.549988,835,866.5
05-02-2021,327.600006,330,312.600006,315.899994,879.900024,881.700012,841.200012,865.5
08-02-2021,318.75,339.25,318,335.950012,891,952.049988,891,928.400024
09-02-2021,337,338.5,322.200012,325.049988,929.5,939,885.200012,895
10-02-2021,326,332.649994,319.5,328.899994,899,917,886.099976,914.150024
11-02-2021,326.450012,331.350006,323.399994,325,916.450012,920.049988,902.349976,914.200012
12-02-2021,326.399994,330.5,321.25,325.399994,916,918.549988,905,908.549988
15-02-2021,329.899994,335.799988,324,333.350006,910.900024,920,898.25,911.849976
16-02-2021,335.450012,337.899994,327.5,329.200012,915,921.75,902.099976,912.200012
17-02-2021,326.899994,334.25,325.450012,330.149994,905,920.150024,904.599976,914.950012
18-02-2021,331.5,331.75,321.100006,323.850006,914.950012,914.950012,891.650024,894.450012
19-02-2021,321.950012,321.950012,301.399994,311.850006,890,905.650024,862.849976,879.25
22-02-2021,312.450012,313.899994,302.149994,304.5,880,882.5,833.099976,837.099976
23-02-2021,308.5,328.899994,308.5,324,842.099976,856.950012,819.099976,840.950012
24-02-2021,325,330,316.5,321.649994,841.099976,855.900024,840,849.599976
25-02-2021,325.350006,334.700012,323.25,333.149994,853.099976,866.599976,842.049988,859
26-02-2021,323,332.950012,318.850006,322.950012,848.049988,856.650024,798.5,806.400024
01-03-2021,330,331.850006,322.700012,328.299988,821,852.700012,816.200012,819.450012
02-03-2021,331.100006,347.200012,326.450012,345.75,832.950012,868,820.049988,860.049988
03-03-2021,348.649994,357,346.5,348.5,866.950012,868,847.049988,852.049988
04-03-2021,339,345.399994,337.299988,339.200012,841.849976,858.299988,834.799988,845.25
05-03-2021,333,337.850006,319.700012,325.149994,840,860.75,838.349976,840.400024
08-03-2021,331.75,331.75,318.799988,321.25,847.950012,857.349976,840,851
09-03-2021,325,328.350006,309.600006,315.200012,853,865.700012,842,852
10-03-2021,319.5,324.450012,316.700012,321.450012,856.400024,875,849,863.799988
12-03-2021,325.049988,326.5,314.149994,317.549988,869.5,876.200012,844.150024,855.799988
15-03-2021,320,320.399994,310.049988,318.549988,862,862,824,844.400024
16-03-2021,321,321.899994,315.100006,319.950012,852,856.5,840,842.849976
17-03-2021,318.600006,320,304,305.799988,847.599976,851.349976,833.700012,836.950012
18-03-2021,311,316.600006,299.75,307,842,860.549988,834,845.650024
19-03-2021,303.5,311,290.200012,308.950012,839.950012,860,820.549988,850.299988
22-03-2021,306.450012,307.5,300.100006,303.049988,849.799988,859.349976,832.150024,853.049988
23-03-2021,305,312.25,304,307.399994,859.950012,865,841.5,844.650024
24-03-2021,303.549988,305,293.200012,294.450012,836.25,845,808.599976,811.400024
25-03-2021,294,294,282.25,285.549988,811.799988,814,788.099976,791.700012
26-03-2021,290.5,301.399994,290.5,296.399994,799.849976,814.650024,792.150024,799.349976
30-03-2021,300.5,301.299988,292.700012,297.049988,805.549988,805.549988,783,795
31-03-2021,299,307.5,297.5,301.799988,795.099976,805.75,790.099976,795.25
01-04-2021,306.75,309.850006,303.049988,307.75,801.5,809.799988,779.75,807.599976
05-04-2021,306.799988,311.700012,297.200012,305.049988,808.299988,808.799988,769.25,774.450012
06-04-2021,306.149994,313.799988,304.799988,307.75,784,791.599976,775,781.099976
07-04-2021,306.75,310.649994,305.100006,307.799988,781.299988,798.599976,775.400024,796.299988
08-04-2021,307.899994,319.799988,307.5,313.950012,802,811,793,795.150024
09-04-2021,313.200012,325,312.5,318.200012,795,801,785,791.150024
12-04-2021,307.850006,307.850006,282.899994,286.549988,779,779,738.549988,751.5
13-04-2021,287.25,304.549988,280.549988,302.850006,754,817,750.799988,811.25
15-04-2021,303,307.549988,296.5,303.5,805,808.900024,785.150024,805.099976
16-04-2021,302,315,300.149994,310,805.099976,837.849976,803.200012,821.650024
19-04-2021,295,304.5,292.799988,301.399994,785.099976,807,785.099976,794.950012
20-04-2021,307.700012,308.149994,294.200012,298.049988,808,821.200012,800.549988,811.150024
22-04-2021,294,302.5,292.200012,294.549988,795,804.849976,785.5,799.700012
23-04-2021,291,300,290.5,294,796,805.599976,774.099976,777.900024
26-04-2021,297,299,294.600006,295.399994,780,793.299988,775.650024,780.5
27-04-2021,295.700012,302.5,295.100006,301.5,781,787.950012,777,778.400024
28-04-2021,303.5,309.5,303,305.899994,786,801.599976,778.849976,782.099976
29-04-2021,308.899994,310,301.25,301.899994,788,792.049988,768.599976,774.599976
30-04-2021,298.200012,301.299988,292.549988,293.850006,768.400024,778.400024,750.450012,752.549988
03-05-2021,289.299988,294.75,285,293,744.900024,766.549988,740.049988,752.950012
04-05-2021,296.350006,299.75,288.049988,289.450012,759,762.700012,731.099976,741.150024
05-05-2021,293.5,293.899994,288.5,291.5,743.150024,749,737.349976,747.549988
06-05-2021,291.5,302,290.299988,301.25,751.5,759.5,746.150024,747.400024
07-05-2021,303,305.950012,300.5,302.75,752,772,751,767.400024
10-05-2021,304.5,315.700012,304,314.850006,772,783.799988,768.650024,780.450012
11-05-2021,309.549988,320.75,308.100006,315.549988,770,779.700012,766.200012,776
12-05-2021,318.25,334.75,316.25,326,771.5,771.700012,755.150024,759.700012
14-05-2021,329.350006,329.5,310,312.25,763.099976,763.700012,736,741.5
17-05-2021,315.399994,323.850006,311.399994,321.100006,740,756,735.400024,753.549988
18-05-2021,325.950012,336.649994,324,332.450012,761,799.950012,754,797.700012
19-05-2021,313,322.950012,312.100006,314.450012,794,794,778,784.799988
20-05-2021,316,316.600006,306.100006,307.700012,784.049988,809.549988,782,803.25
21-05-2021,312,315.700012,309.5,313.100006,804,821,800.75,818.950012
24-05-2021,314.75,315.799988,310.200012,311.850006,821.5,824,807,810
25-05-2021,315.549988,319,313.850006,315.25,819.650024,828,808.349976,811.25
26-05-2021,316.100006,320,314.799988,315.5,816,826,813,821.200012
27-05-2021,317.049988,323.450012,316.549988,318.600006,825.299988,831,816.900024,828.599976
28-05-2021,322.649994,324.5,316.5,318.75,829,853,810.5,845.849976
31-05-2021,318.700012,319.75,312.100006,318.75,824,824,790,807.950012
01-06-2021,319.200012,325.700012,317.299988,318.100006,813,818,800.25,806.299988
02-06-2021,315.950012,324.399994,315.600006,323,806.299988,812,802.299988,806.200012
03-06-2021,325.299988,327.700012,323.649994,325.649994,812,813.200012,798.099976,802.049988
04-06-2021,325.149994,336.899994,324.25,334.950012,814,814,803.099976,804.599976
07-06-2021,339.75,351,339.75,345.5,807.900024,811.75,802.599976,803.849976
08-06-2021,346.25,356.649994,337.5,352.75,804.099976,810,797.5,807.849976
09-06-2021,356.200012,358.899994,339.75,343.350006,808,816.75,801,804.450012
10-06-2021,345.200012,347.850006,342.399994,344.75,808,810.950012,803.049988,806.950012
11-06-2021,346,352.899994,344.350006,350.75,809,815.849976,805.5,809
14-06-2021,350.049988,357.899994,341.100006,355.950012,809,809.5,794,807.450012
15-06-2021,355.75,360.75,351.5,352.700012,807.349976,813.5,806,808.599976
16-06-2021,350.100006,356,348.100006,349.350006,808.799988,821.849976,801.599976,806.150024
17-06-2021,348.399994,352.899994,342.25,345.649994,802,809.900024,792.549988,805.700012
18-06-2021,345.649994,346.899994,329,337.399994,806,808.950012,773.099976,781.549988
21-06-2021,330.899994,335.799988,326.200012,334.299988,776,778.849976,762.349976,776.849976
22-06-2021,337.100006,344.299988,336.149994,337.899994,780.099976,789.549988,772.700012,775.200012
23-06-2021,341,343.25,334.299988,335.25,781.900024,786,775,781.950012
24-06-2021,335,337.399994,333.350006,334.649994,783,794,779,791.799988
25-06-2021,335.899994,342.799988,335.899994,339.649994,793.200012,801.900024,790,794.25
28-06-2021,340.799988,345,337.549988,342.799988,795,799,789.25,793.5
29-06-2021,342.649994,346.5,339.600006,341.549988,789,792,779.400024,781.599976
30-06-2021,342,345.350006,338.850006,339.600006,784.900024,789.400024,775.450012,777.700012
01-07-2021,341.5,347.399994,341.200012,344.25,778,798.75,774.900024,779.450012
02-07-2021,345.299988,345.549988,340.5,344.899994,786,787.299988,777,782.599976
05-07-2021,347.049988,350.100006,344,346.100006,786,793.5,784.5,791.75
06-07-2021,348,358.200012,311.5,316.899994,790.599976,795,778.700012,781.900024
07-07-2021,316,319.100006,306.25,317.100006,777.799988,781.900024,768.549988,778.900024
08-07-2021,314.799988,314.799988,305,306.350006,777.950012,787.599976,771,776.25
09-07-2021,305.799988,308.850006,301.850006,306.299988,772,776,767,771.549988
12-07-2021,310.799988,312,306.100006,307.450012,776,781,768.5,772.849976
13-07-2021,310,312.25,308.149994,310.950012,777.900024,782.200012,773.650024,781.150024
14-07-2021,310,313.299988,308.649994,309.549988,780,787,777.049988,786.150024
15-07-2021,310.5,312.850006,307.600006,310.25,781,783.950012,775.200012,779.900024
16-07-2021,311.100006,315.450012,310.5,311.25,784,784,776.5,779.799988
19-07-2021,308.950012,310.299988,306,308.850006,775.799988,780.700012,770,775.799988
20-07-2021,307,308,301.049988,302.149994,775,775.700012,752.349976,760.200012
22-07-2021,305.5,307.450012,301.049988,302.549988,764.200012,767.099976,755.650024,758.450012
23-07-2021,300.5,301.899994,295,295.549988,758.5,767.849976,758.25,764.200012
26-07-2021,295,297,291,293.149994,763,764.099976,752.5,754.299988
27-07-2021,293,297.649994,288.600006,291.399994,756,760,742.650024,745.549988
28-07-2021,290,290.899994,283.600006,284.450012,750.700012,750.700012,724.650024,728.700012
29-07-2021,287.549988,295.399994,287.549988,292.899994,730,738.849976,726.099976,731.450012
30-07-2021,294,300,293.25,293.950012,735.200012,760,731.849976,743.099976
02-08-2021,299.149994,299.399994,295.600006,296.850006,750,759.049988,744.599976,757.700012
03-08-2021,298.5,304.5,297.700012,303.700012,763.400024,772.700012,755.5,770.849976
04-08-2021,304.75,306.450012,297.200012,298.149994,773,775.799988,764.549988,766.25
05-08-2021,295.5,300.899994,292.75,299.700012,766,766.349976,756.700012,759.349976
06-08-2021,300.049988,303.399994,297.649994,300.049988,763.799988,772.299988,755,758.25
09-08-2021,300.75,304.200012,296.049988,298.100006,762,782,761.5,774.950012
10-08-2021,297.899994,300.200012,291,294.200012,776.950012,789.799988,775.150024,786.299988
11-08-2021,295.299988,297.799988,286.450012,295.450012,786.299988,789.950012,767.5,778.700012
12-08-2021,297.299988,307.399994,297.299988,306,781,794.650024,773.75,776.200012
13-08-2021,308.799988,311.5,303.049988,307.25,782.950012,789.5,772.599976,778.650024
16-08-2021,305.950012,307.850006,303.049988,303.700012,780.400024,803.950012,780.25,799.299988
17-08-2021,302.799988,302.799988,292.799988,297.700012,799.25,803.950012,782,790.650024
18-08-2021,296.899994,297.75,292.600006,293.350006,793.900024,797,786.900024,791.349976
20-08-2021,289.5,290.700012,281,283.100006,788.799988,791.349976,776.25,785.650024
23-08-2021,287.200012,288.299988,275,276.950012,790,793.450012,763.650024,765.900024
24-08-2021,278.5,281.5,268.450012,279.799988,767,779.900024,761.599976,778.150024
25-08-2021,282.799988,289.200012,282.450012,284.399994,780.950012,783,770.549988,772.049988
26-08-2021,284.850006,287.350006,281.649994,284.299988,771,782.900024,767.25,781.400024
27-08-2021,282.899994,286.799988,281.700012,285.75,779.900024,785,765,775.150024
30-08-2021,290.100006,293.5,289.899994,291.950012,783.950012,794.150024,783,791.549988
31-08-2021,291.75,291.950012,286.100006,287.299988,788,795.799988,781.299988,793.299988
01-09-2021,289,297.399994,287.299988,295.25,793.299988,802.5,768.900024,769.900024
02-09-2021,295.25,296.299988,291.700012,293.149994,772.849976,774.150024,750,752.450012
03-09-2021,292.5,296.450012,292,295.549988,756,757,745.099976,749.900024
06-09-2021,297.5,298.950012,296,297.450012,753,759.799988,747.049988,754.75
07-09-2021,297.350006,297.799988,290.899994,294.600006,755.099976,758.700012,748.099976,753.099976
08-09-2021,293.5,298.799988,291.600006,295.25,756,757.799988,749,754.75
09-09-2021,294,303.5,293.549988,298.950012,750,756.5,747.549988,750.75
13-09-2021,299,302,295.5,301.200012,753.5,753.5,740.349976,745.549988
14-09-2021,302.25,307.200012,302.200012,306.100006,744.799988,752.549988,744.650024,750.200012
15-09-2021,306.100006,313,306.100006,311.950012,752,760,746.5,755.099976
16-09-2021,313.399994,315,307.649994,311.649994,759.849976,761,751.349976,756.950012
17-09-2021,312,315.350006,306,308.600006,758.200012,766,749.150024,754.150024
20-09-2021,304.899994,310.25,297.299988,298.950012,749.400024,756.5,732.200012,738.049988
21-09-2021,298.600006,302.700012,293.100006,301.950012,740.099976,740.900024,729.549988,738.450012
22-09-2021,303.149994,313.799988,303,310.100006,738.900024,759,738.450012,752.5
23-09-2021,313.200012,324,313.200012,321.5,756.5,762,752.75,758.450012
24-09-2021,325.100006,326.950012,316.049988,317.950012,759.5,782.049988,752.549988,779.450012
27-09-2021,323.149994,333.600006,323.149994,331.649994,789.5,813.75,783.049988,811.349976
28-09-2021,334,336,324.5,329.299988,820,822,796.25,806.049988
29-09-2021,325,333,324,330.25,800,815.700012,799,812.099976
30-09-2021,331.25,337.899994,329.100006,333.350006,808.049988,817.400024,801.299988,803.049988
01-10-2021,332.649994,337.299988,325.700012,333.299988,800,831,787,827.849976
04-10-2021,336.799988,343.25,335.149994,342,832.5,852,828.099976,841.150024
05-10-2021,340.450012,351.5,338.850006,344.950012,841.150024,846,835.049988,843.049988
06-10-2021,347,348.700012,335,336.049988,846,854.900024,829,834.099976
07-10-2021,341.100006,383,339.25,376.5,839.700012,887.799988,837.150024,878.25
08-10-2021,385.899994,397.549988,380,382.950012,893.700012,895,872.549988,877.799988
11-10-2021,390.149994,420.899994,388,415.75,879,902.5,879,895.599976
12-10-2021,423,435.700012,413.600006,420.850006,888,894.650024,877,890.099976
13-10-2021,462.899994,523.849976,462.899994,506.899994,893,971.150024,893,935.349976
14-10-2021,530,530,492,497.600006,938.5,946.25,922.200012,931.400024
18-10-2021,507,525,503.600006,509.600006,958,958,908.299988,910.950012
19-10-2021,512.450012,517.400024,476.049988,481.899994,911,927.599976,901.200012,917.5
20-10-2021,481.799988,497,471.25,486.899994,913,924.900024,894.650024,899.349976
21-10-2021,491.75,510.399994,485.75,508,908.299988,911.099976,893.400024,897
