Date,TATAMOTORS_Open,TATAMOTORS_High,TATAMOTORS_Low,TATAMOTORS_Close,M&M_Open,M&M_High,M&M_Low,M&M_Close
22-10-2021,509.899994,510.700012,487.399994,490.899994,904,909.799988,885.099976,887.849976
25-10-2021,493.899994,496,473.25,479.899994,883,905.900024,883,890.700012
26-10-2021,483.5,510,483.25,508.649994,893.400024,900,884,894.549988
27-10-2021,505.75,506.549988,496,497.899994,900,903.799988,883.5,886.799988
28-10-2021,493.899994,493.899994,478.549988,481.049988,887,896,877.900024,883.849976
29-10-2021,482,491.600006,467.700012,483.700012,883.5,901.5,862,884.25
01-11-2021,486.450012,489.700012,469.799988,485.700012,884.25,887.900024,860.400024,870.349976
02-11-2021,506.5,510,486.5,487.850006,875,879.299988,859,861.5
03-11-2021,483.799988,495,481.600006,484.899994,864,869.900024,843,849
04-11-2021,489.799988,493.549988,488,489.700012,855.75,875,853,872.849976
08-11-2021,493.899994,504.850006,490.25,501.399994,878,878.25,854.299988,859.5
09-11-2021,505,520.650024,503.5,509.649994,864,905.400024,862.599976,892.150024
10-11-2021,506.25,515.950012,500.200012,510.75,905.900024,925,895,919.650024
11-11-2021,510,519,501,503.450012,918.950012,928.799988,911,924.75
12-11-2021,506.950012,509.549988,497.350006,507.049988,934,939.5,925,937.799988
15-11-2021,506.25,514.900024,504.5,505.450012,935,948.549988,921.099976,928.400024
16-11-2021,506.899994,526.849976,506.200012,519.049988,928.400024,965.950012,925.549988,960.299988
17-11-2021,520.25,536.700012,520.25,530.150024,959.950012,979,947.25,954.450012
18-11-2021,531.450012,534.200012,501.299988,509.700012,955,955,918.200012,923.700012
22-11-2021,512.25,512.25,478.399994,486.100006,926.400024,930.25,893.700012,900.849976
23-11-2021,484.399994,499.350006,477,495.5,897.849976,908.5,893.599976,901.349976
24-11-2021,499,501.799988,485.299988,488.649994,907.700012,907.700012,890,893.200012
25-11-2021,490.799988,495.149994,486.5,492.75,890.900024,898.900024,883.5,891.200012
26-11-2021,486,486.75,458,460.200012,885,885,843,853.75
29-11-2021,457,470.75,443.100006,461.450012,845.200012,867.799988,828.349976,850.799988
30-11-2021,466.549988,478,455.649994,458.600006,850.799988,860.799988,828.549988,835.5
01-12-2021,467.850006,478.399994,463.549988,475.25,836,842.700012,823.25,834.700012
02-12-2021,479.399994,480.450012,471.700012,479.100006,835.799988,859.950012,835.049988,849.549988
03-12-2021,480,484.700012,477.299988,480.100006,848.950012,855.599976,833.950012,836.950012
06-12-2021,480.100006,480.899994,466,467.200012,838,840.599976,820.049988,822.150024
07-12-2021,476.850006,484.899994,471,481.799988,826.5,833.650024,822.5,825.950012
08-12-2021,484.5,495.950012,483.5,493.899994,834.5,843.700012,826.950012,840.75
09-12-2021,498,498.5,489.549988,493.950012,857.400024,857.400024,836,851.099976
10-12-2021,487.75,496.799988,486.549988,494.450012,850.099976,868.599976,850.099976,859.700012
13-12-2021,499.450012,506.399994,494.200012,495.350006,868.950012,868.950012,839.700012,843.099976
14-12-2021,491.950012,491.950012,483.299988,489.399994,840,841.950012,826,836.849976
15-12-2021,487.799988,497.700012,487.25,491.649994,844,853.700012,838.200012,846.200012
16-12-2021,495,496.5,487.399994,491.950012,852.900024,862.25,846.200012,853.299988
17-12-2021,488,488.850006,468.200012,470.200012,848,852.25,830,834.599976
20-12-2021,459.899994,460,440,447.049988,826,830,797,814.299988
21-12-2021,452.100006,460.899994,449.850006,453.600006,822.400024,827,807.5,812.200012
22-12-2021,458.149994,472.149994,458.149994,470.5,818.799988,827.200012,811,818.700012
23-12-2021,476,478,470.950012,472.350006,824.900024,833.799988,822.75,826.849976
24-12-2021,474.899994,474.899994,460,467.600006,831,832.049988,808,812.650024
27-12-2021,465.700012,472.450012,460.100006,471.149994,808,823.150024,806.950012,818.549988
28-12-2021,475.200012,482.799988,472.649994,480.200012,824,840,819.049988,838.700012
29-12-2021,478.75,481.600006,474.25,476,843.450012,843.450012,830.849976,832.700012
30-12-2021,472.549988,476.399994,468.600006,470.399994,843,843,827.150024,829.299988
31-12-2021,472.700012,483.600006,471.850006,482.399994,834.799988,845,830.200012,837.150024
03-01-2022,493.5,500.850006,492,497.600006,835,840,826.299988,829.799988
04-01-2022,496.799988,499,484.049988,489.600006,837.950012,842,825.650024,831.849976
05-01-2022,486.950012,492.75,483.549988,489.75,830,847,830,839.5
06-01-2022,481.5,492.950012,477.100006,488.850006,839,842.25,827.5,839.849976
07-01-2022,490.049988,495.5,483.75,490.600006,841,849.75,822.5,829
10-01-2022,493.100006,504.899994,491.299988,503.700012,835.950012,846.75,829.700012,841.950012
11-01-2022,503,507.899994,498.149994,501.299988,842,848.75,835.549988,841.400024
12-01-2022,505.850006,511.850006,503.5,507.25,846.799988,884.200012,842.5,880.549988
13-01-2022,504,513.799988,494.799988,511.950012,880.549988,909.5,868,896
14-01-2022,509,515.400024,505.649994,509.899994,889.799988,895.950012,879.650024,881.200012
17-01-2022,514.799988,526.900024,512,525,884.200012,904,882.650024,900.799988
18-01-2022,527.900024,528.5,507.149994,510.799988,902,910.099976,888.299988,892.150024
19-01-2022,510,522.200012,504.799988,520.849976,908.950012,908.950012,880.799988,894.400024
20-01-2022,519.950012,523.200012,512,515.700012,896,897.599976,872.849976,880.5
21-01-2022,510.399994,513.849976,494.25,501.850006,875.799988,884.900024,865.200012,875.200012
24-01-2022,499.700012,504.299988,473.350006,478.450012,871.200012,878.349976,848.049988,854.700012
25-01-2022,473.799988,492.5,467.649994,490.549988,846.099976,858.25,845.25,854.5
27-01-2022,480.75,502.700012,476.600006,494.399994,845.599976,862.849976,841.200012,858.049988
28-01-2022,500.5,509.350006,495.299988,497.299988,864.400024,896,860.400024,869.650024
31-01-2022,505,520,498.200012,517.75,878.900024,888.849976,872.099976,885.799988
01-02-2022,508,514.75,493,504.299988,892,894.700012,864.200012,869.700012
02-02-2022,508.600006,514.450012,505.149994,506.399994,875.700012,880.299988,865.150024,869.349976
03-02-2022,509.100006,514.299988,502.850006,504.5,868,882.400024,852.150024,856.200012
04-02-2022,503.799988,507.799988,499,500.600006,861.400024,861.400024,836.150024,841.700012
07-02-2022,502.899994,504.350006,492.5,494.600006,841,844.700012,822.200012,829.5
08-02-2022,498,498.5,479.149994,492.75,830,837.700012,817.150024,832.049988
09-02-2022,496.5,503.700012,494.700012,501.25,838,845.950012,833.150024,840.200012
10-02-2022,506.700012,510.5,504.200012,507.450012,844,857.75,830.150024,853.049988
11-02-2022,503.25,507,497,498.850006,853,861.950012,835.599976,853.650024
14-02-2022,487,488.5,468.799988,471.450012,841.75,845.400024,780.700012,825.049988
15-02-2022,476.149994,505.5,467.299988,504,828,858,820.400024,854.599976
16-02-2022,504,507.899994,496.600006,498.450012,854.599976,878.5,854.599976,864.25
17-02-2022,505.899994,511.5,498.299988,499.950012,872,877.299988,859,862.25
18-02-2022,498,502.649994,491.5,493.149994,857.200012,869.75,847.150024,852
21-02-2022,490.149994,500.399994,486.100006,494.450012,845.200012,850.5,832,841.099976
22-02-2022,480.549988,486.299988,471.450012,478.25,827,856,823.349976,853.25
23-02-2022,481.75,485.399994,475.299988,477,856,869.700012,845.700012,850.299988
24-02-2022,455.950012,461.549988,405.450012,427.950012,818.099976,831.900024,790.5,795.799988
25-02-2022,444.850006,465.700012,441.600006,459.75,812.700012,825,802,807.599976
28-02-2022,445,457.350006,440.450012,454.049988,807,807,786.75,790.849976
02-03-2022,452.950012,454.25,444.549988,447.600006,785.5,810.75,769,778.349976
03-03-2022,458.5,458.5,435,437.100006,792,793.150024,760.049988,762.049988
04-03-2022,431.850006,431.850006,414.75,417.25,750,756,730,732.299988
07-03-2022,401.75,401.75,387.5,394,719.849976,719.849976,681.75,690.549988
08-03-2022,390.5,395.450012,376.350006,391.75,690.549988,703.049988,671.150024,700.650024
09-03-2022,394.950012,409.25,389.5,405.899994,705,739.900024,700,734.849976
10-03-2022,427,434.950012,414,419.600006,761.950012,762.5,735,738.849976
11-03-2022,413.600006,421.149994,407.399994,418.149994,734,741.799988,728.700012,734.799988
14-03-2022,418.75,419,404,411.700012,734.799988,746,725.450012,743.200012
15-03-2022,409.850006,424.200012,408,413.649994,745,769.200012,745,761.200012
16-03-2022,427.049988,428.549988,420.700012,424.899994,768.849976,776,765,773.650024
17-03-2022,432,435.700012,429.549988,433.799988,785,799.900024,777,794.400024
21-03-2022,435.5,436.299988,427.100006,427.950012,789.599976,791.099976,780.099976,783.5
22-03-2022,428.100006,441.450012,421.200012,440.350006,783,789.049988,769,785.599976
23-03-2022,443.5,447,434.600006,435.799988,790,794.200012,772.099976,774.099976
24-03-2022,430,435.399994,427.549988,433.200012,773.700012,780,762.650024,765.650024
25-03-2022,437,437,427.649994,432.100006,773,773,758.200012,764.75
28-03-2022,432,434.950012,426.5,432.700012,764.900024,772.700012,751.299988,769.25
29-03-2022,436,439.350006,431.399994,433.700012,771,783,770.700012,773.349976
30-03-2022,438.450012,442.5,434.25,435.649994,779.299988,795,775.900024,793.349976
31-03-2022,436,438.299988,432.600006,433.75,798,813,798,806.549988
01-04-2022,434,442.25,430.850006,441.149994,811,829.5,807.700012,826.549988
04-04-2022,444.399994,449.5,441.299988,446.75,818,836,810,833.700012
05-04-2022,450,461.899994,448.299988,458.049988,837,852,833.700012,836.549988
06-04-2022,455.899994,462.700012,452.600006,456.149994,838.700012,838.700012,822.950012,827.849976
07-04-2022,456.5,459.100006,448.5,449.5,826,840.299988,822.299988,834.299988
08-04-2022,450,456.25,449.700012,452.049988,830,860.650024,827.049988,857.400024
11-04-2022,457,458.899994,451,452.049988,854.950012,861.349976,846.200012,856.849976
12-04-2022,450.799988,450.799988,435,438.299988,850,867.400024,843.299988,860.799988
13-04-2022,441.799988,442.850006,430.100006,431.049988,862.5,875,862.349976,866.099976
18-04-2022,430,436.350006,423.649994,433.799988,866.099976,876,858.099976,874.099976
19-04-2022,436.75,440.25,417,424.950012,878.099976,887.799988,865.099976,872.5
20-04-2022,431,441.700012,428.25,440.549988,873.450012,889.900024,873.450012,881.25
21-04-2022,444.5,449.350006,441.049988,448.049988,881.25,914,880.75,911
22-04-2022,442.049988,447.25,438,438.850006,903.799988,927.049988,889.049988,920.650024
25-04-2022,432.75,436,423.149994,425.149994,914.349976,928,895.099976,904
26-04-2022,433.899994,437.450012,431.600006,434.899994,906.599976,942.900024,906.599976,940.150024
27-04-2022,429.25,432.950012,425.100006,430.25,930,940.700012,922.950012,926.849976
28-04-2022,434.799988,439.200012,430.799988,436.049988,945,945,918.5,922.900024
29-04-2022,440.200012,447.75,436,437.600006,928.900024,939.25,918,922.099976
02-05-2022,437.950012,442.950012,428.5,432.850006,915,933.700012,909.700012,921.349976
04-05-2022,437.950012,440.600006,420.700012,423.5,917.900024,923.950012,891.049988,896.099976
05-05-2022,429,434,423.700012,426.299988,910,921,895.650024,899.049988
06-05-2022,418.850006,420.200012,407,408.549988,890,914.799988,887.299988,893.849976
09-05-2022,407.149994,407.399994,395,403.950012,880,901.900024,875,895.299988
10-05-2022,400,408.5,389.600006,391.75,895.299988,910.950012,884.099976,888.349976
11-05-2022,396,397,377.549988,388.149994,888.599976,898.400024,876.5,887.049988
12-05-2022,382,384.649994,366.200012,372.299988,884.900024,889,853.700012,865.25
13-05-2022,387,419.350006,387,404.299988,879.799988,905,870.099976,889.5
16-05-2022,411.899994,411.899994,396.25,405.350006,895,908.900024,892.700012,903.349976
17-05-2022,408.399994,425.649994,405,424.149994,907,917,898.150024,910.799988
18-05-2022,424,427.350006,414.049988,415.149994,910,922.75,905.200012,913.299988
19-05-2022,400,406.799988,396.200012,398.649994,901,913,880.150024,882.549988
20-05-2022,410,421.399994,410,418,896.900024,911.349976,888.650024,903.799988
23-05-2022,421.649994,431.149994,419.549988,421.450012,911,943.450012,910.25,941.900024
24-05-2022,423.899994,427.5,416,425.75,949,960.400024,943.099976,946.849976
25-05-2022,428.450012,429,413.450012,417,953.799988,953.799988,923.349976,928.400024
26-05-2022,422,422.649994,405,420.649994,930.099976,933.5,914.799988,929.799988
27-05-2022,426.049988,433.25,425.200012,429.600006,940,958,923,952.849976
30-05-2022,437,445.200012,436,442.399994,972.25,1011.75,957.049988,998.349976
31-05-2022,443.950012,449.5,440.399994,443.549988,997.950012,1043,992,1034.349976
01-06-2022,445.100006,446,439.600006,444.600006,1035,1057.25,1014.799988,1047.349976
02-06-2022,445,445.600006,435.649994,439.149994,1044.949951,1057.949951,1035,1044.550049
03-06-2022,444.899994,445.049988,430.5,431.899994,1050.099976,1056.550049,1025.699951,1028.650024
06-06-2022,427.899994,433.950012,424.600006,432.350006,1028,1048.599976,1018,1035.949951
07-06-2022,432.5,438.200012,429.100006,435.850006,1034.800049,1045,1018.099976,1042.550049
08-06-2022,438.700012,440.399994,432,435.649994,1056.949951,1056.949951,1034.25,1045
09-06-2022,431.899994,435.649994,426.100006,428.5,1036,1049.300049,1032,1045.099976
10-06-2022,423,428.850006,422,428.049988,1033,1043.5,1026.599976,1036.5
13-06-2022,414.899994,418.149994,405.600006,406.700012,1023.650024,1029,998.549988,1004.299988
14-06-2022,403,411.850006,397.700012,405.149994,1000,1025,999.049988,1019.25
15-06-2022,410,416.399994,407.450012,414.100006,1024.650024,1039.300049,1020,1025.5
16-06-2022,420,420.899994,390.100006,392.950012,1037.699951,1037.699951,997,1005.25
17-06-2022,387.950012,394.450012,382.649994,388.950012,1000,1007.950012,983.150024,997.650024
20-06-2022,390.549988,392.950012,376.649994,382.700012,1005,1008,979.099976,982.700012
21-06-2022,389,399,387,397.600006,982.700012,1004.75,981.799988,997.950012
22-06-2022,396.399994,397,390.5,393.100006,995.150024,1003.950012,972.650024,983.799988
23-06-2022,396.299988,409.899994,394.549988,407.200012,986,1031.599976,985.200012,1027.699951
24-06-2022,410,412.850006,406.149994,409.299988,1036.900024,1074.5,1031.599976,1072.050049
27-06-2022,417.549988,419.450012,412.350006,414.5,1089.800049,1095,1072.050049,1082.699951
28-06-2022,411.299988,418.200012,409.149994,417.100006,1082,1121.449951,1079.449951,1112
29-06-2022,412.049988,419.899994,411.549988,416.950012,1106,1115.449951,1090.699951,1111.75
30-06-2022,418.299988,424,410,411.799988,1109.300049,1117.5,1088.050049,1093.150024
01-07-2022,410.649994,414.600006,402.299988,412.700012,1092.400024,1113.349976,1064,1107.349976
04-07-2022,411.549988,414.899994,405,408.450012,1101,1102,1079.400024,1091.199951
05-07-2022,415,418.799988,410.200012,412,1091,1102,1078,1081.949951
06-07-2022,414,417.299988,410.649994,416.350006,1082.699951,1112,1080.599976,1104.550049
07-07-2022,419.899994,432.950012,419.299988,430.850006,1119,1138.949951,1114.599976,1133.300049
08-07-2022,436.25,443.850006,429.299988,441.549988,1184.949951,1194.900024,1126.150024,1133.599976
11-07-2022,438.049988,441.200012,433.450012,437.049988,1128.949951,1167.900024,1122.650024,1165.050049
12-07-2022,433,435,428.149994,430.549988,1164,1164.449951,1142,1146.650024
13-07-2022,432.700012,435.850006,425.649994,427.100006,1153.199951,1156.5,1138.099976,1140.349976
14-07-2022,428,431.25,423.299988,428.049988,1134.800049,1151.349976,1131.199951,1142.650024
15-07-2022,430.649994,441.75,429.700012,440.200012,1143,1175.900024,1140.400024,1172.5
18-07-2022,443.950012,453.799988,443.200012,450.899994,1179.5,1179.5,1159.25,1163.400024
19-07-2022,446.75,451.850006,444.450012,449.049988,1161.900024,1189.5,1161,1186.25
20-07-2022,454.350006,460.75,451.75,453.450012,1195,1195,1162.5,1165.650024
21-07-2022,452.950012,455.5,450.100006,454.850006,1167.099976,1180,1164.800049,1175.150024
22-07-2022,456.600006,459.950012,452.299988,454.899994,1180,1185.900024,1170.300049,1181.099976
25-07-2022,456,457.600006,446.299988,449.549988,1185,1185,1132,1135.849976
26-07-2022,448.700012,448.700012,439.75,441.149994,1134,1146,1125.150024,1136
27-07-2022,441.149994,445,436.100006,444.049988,1140,1150.300049,1126.800049,1138.099976
28-07-2022,440.25,449.25,427.399994,442.25,1142.099976,1152,1135.349976,1149.150024
29-07-2022,445.149994,452.700012,445.149994,449.600006,1158.800049,1184.199951,1153.25,1164.449951
01-08-2022,451.950012,481,451.049988,479.200012,1189.400024,1248.699951,1184.25,1237.75
02-08-2022,478.899994,479.899994,469.25,476.25,1237.699951,1259.75,1226.199951,1254.5
03-08-2022,475,476.25,459.600006,467.799988,1259.949951,1259.949951,1231,1253.699951
04-08-2022,473.149994,473.950012,456.450012,468.899994,1264.900024,1265,1239.050049,1261.800049
05-08-2022,468.899994,472.899994,464,465.25,1278.199951,1278.5,1231.25,1235.900024
08-08-2022,466,471.899994,464.450012,468.25,1245,1280,1242.650024,1276.699951
10-08-2022,470,477.200012,463.350006,475.549988,1277,1279.699951,1260.25,1268.050049
11-08-2022,482.549988,485,475.600006,476.649994,1277,1278.949951,1254,1266.199951
12-08-2022,475.75,481.450012,470,477.549988,1265,1268.900024,1249.300049,1259.449951
16-08-2022,479.600006,491.399994,478.200012,489.850006,1280.599976,1298.699951,1274.650024,1288.300049
17-08-2022,490.899994,494.399994,484.200012,485.399994,1294,1294,1270.050049,1274.25
18-08-2022,484,486.799988,479.25,484.799988,1274,1278.349976,1254.699951,1261.150024
19-08-2022,486.75,488.100006,468.100006,471,1270,1272.650024,1235.5,1239.400024
22-08-2022,468.5,468.950012,452.549988,454.600006,1239.400024,1247.400024,1219.050049,1226.699951
23-08-2022,449,462.100006,447.600006,460.450012,1219.949951,1277,1218,1273.099976
24-08-2022,459,464.899994,457.700012,463.200012,1274.949951,1283.5,1261,1268.300049
25-08-2022,466,468.799988,457.399994,459.200012,1274,1277.449951,1256.699951,1259.650024
26-08-2022,465,470.450012,463.950012,465.049988,1279.900024,1299,1268.800049,1274.650024
29-08-2022,451,456.899994,450.149994,453.350006,1249,1280.800049,1242.150024,1276.800049
30-08-2022,458.649994,472.399994,457.100006,471.100006,1284,1315,1284,1308.699951
01-09-2022,462.5,474.399994,462.149994,466.899994,1280,1325.699951,1280,1312.050049
02-09-2022,470.850006,471.799988,460.149994,461.75,1318.650024,1330.650024,1311.199951,1315.949951
05-09-2022,459.75,463.950012,457,459,1319,1324.449951,1301.099976,1320.550049
06-09-2022,462.700012,463.700012,456.600006,457.75,1325,1327,1300.599976,1306.400024
07-09-2022,453.200012,456.5,443.649994,445.850006,1291,1311.949951,1281.199951,1289.699951
08-09-2022,452.450012,452.549988,440,442.200012,1305,1331.949951,1302,1321.900024
09-09-2022,447.5,449.649994,440.600006,445.899994,1338,1338,1294.050049,1301.25
12-09-2022,447.700012,453,447,451,1308,1315.599976,1295,1297.050049
13-09-2022,454.299988,458.950012,453.549988,456.799988,1309.949951,1309.949951,1291,1299.849976
14-09-2022,447.600006,454.700012,447,450.200012,1283.949951,1313.849976,1280,1298.050049
15-09-2022,452.399994,455.850006,446.049988,447.25,1305,1314.25,1289.050049,1297.050049
16-09-2022,446,446.399994,429.100006,432.5,1291.25,1297,1234.5,1250.099976
19-09-2022,431.5,431.600006,424.049988,425.450012,1259.900024,1298.449951,1250.099976,1288.650024
20-09-2022,430.600006,443.350006,430.600006,434.25,1300,1312,1296.550049,1302.949951
21-09-2022,433.950012,436,425.5,427.649994,1308.949951,1323,1293.599976,1306.650024
22-09-2022,425,434.600006,422.549988,432.200012,1297,1320.550049,1293,1310.400024
23-09-2022,431.899994,431.899994,420.549988,423.100006,1305,1318.099976,1261,1272.300049
26-09-2022,416,417.899994,393.149994,397.5,1250,1258.949951,1216.300049,1236.400024
27-09-2022,403.899994,404,390.350006,398.799988,1242.599976,1252.900024,1221.199951,1235.75
28-09-2022,394.899994,406.600006,392.850006,399.100006,1233.099976,1261.75,1211.25,1242.400024
29-09-2022,411,413.25,399.600006,402.25,1255,1267.949951,1245.699951,1258.349976
30-09-2022,398,408.25,392.5,404.600006,1256.949951,1282.699951,1233.050049,1268.199951
03-10-2022,405.5,406.549988,395.5,397.649994,1269.949951,1276.099976,1242.050049,1251.349976
04-10-2022,406,408.950012,402.899994,407.899994,1265,1277.949951,1255,1260.349976
06-10-2022,409.600006,417.649994,409.5,414.100006,1268,1277,1254.5,1256.900024
07-10-2022,413.399994,414,408.700012,412.149994,1260,1261.949951,1232.949951,1238.849976
10-10-2022,403.399994,403.399994,393.049988,395.950012,1234,1246.550049,1218,1243
11-10-2022,397,399.5,391.299988,393.350006,1249.25,1249.25,1225.5,1229.550049
12-10-2022,394.549988,398.200012,391.100006,396.549988,1235.650024,1259.349976,1230.099976,1247.900024
13-10-2022,396.549988,403.5,394.549988,399,1255,1274.150024,1240.5,1248.199951
14-10-2022,407,409.200012,395.299988,396.25,1267.75,1272,1228,1230.300049
17-10-2022,394,398.899994,392.5,396.100006,1227,1238.75,1196.5,1230
18-10-2022,401,406.700012,400.700012,404.25,1236.150024,1267.349976,1233.5,1253.800049
19-10-2022,406.200012,406.950012,397.299988,399.049988,1259.949951,1264.800049,1244,1248.400024
20-10-2022,397,399.899994,393.100006,398.100006,1241.199951,1254,1223.550049,1250
21-10-2022,397,402.25,394.700012,398.049988,1253.099976,1268.900024,1244.150024,1256.75
24-10-2022,406,406,400.149994,401.600006,1261,1278,1261,1270.949951
25-10-2022,404.350006,410.5,403.200012,404.549988,1270.949951,1283.849976,1259.599976,1281.400024
27-10-2022,408.549988,411.700012,404,407.700012,1283.300049,1299.849976,1279.050049,1294.150024
28-10-2022,408,411.200012,406.100006,409.899994,1300.650024,1315.900024,1290,1311.650024
31-10-2022,414.350006,416.299988,411.600006,412.75,1318.25,1358.5,1316.599976,1348.599976
01-11-2022,414.899994,422.399994,412.799988,421.350006,1361,1366.550049,1349.349976,1354.050049
02-11-2022,423.049988,425.100006,420.149994,422.149994,1354.050049,1361,1338.599976,1352.349976
03-11-2022,419.399994,423.299988,414.5,416.25,1340,1355,1328.550049,1335.400024
04-11-2022,418.200012,426,416.899994,425.350006,1338,1352,1331,1338.300049
07-11-2022,428.25,437.5,428.25,435,1345,1355.599976,1336.599976,1351.300049
09-11-2022,439.200012,441.200012,432,433.149994,1364.849976,1364.849976,1331,1337.550049
10-11-2022,420.5,420.549988,409.200012,412.200012,1339,1339,1290.599976,1298.199951
11-11-2022,420,425.5,414.700012,423.5,1305.099976,1318.75,1278.550049,1287.099976
14-11-2022,424,437.700012,423.5,433.700012,1304,1309.699951,1268.050049,1278.150024
15-11-2022,434.899994,438.5,434.100006,437.149994,1284.550049,1296.300049,1275.25,1291.699951
16-11-2022,436.950012,438.200012,429.600006,431.549988,1288.949951,1295,1276,1286.699951
17-11-2022,422,427.549988,419.600006,423.149994,1280.199951,1285,1254.150024,1259.349976
18-11-2022,424,426.450012,421.149994,423.799988,1250.050049,1255.949951,1217.25,1227.150024
21-11-2022,425.600006,427.600006,420,421.100006,1218,1234.900024,1202,1218.25
22-11-2022,421,426.399994,420.5,424.700012,1220.650024,1235.449951,1215.949951,1228.449951
23-11-2022,426.850006,429.299988,422.850006,424.049988,1234.599976,1240.349976,1224,1235.699951
24-11-2022,424.5,425.25,420.700012,423.399994,1241.900024,1257,1238.650024,1254.050049
25-11-2022,425,435.149994,424,433.200012,1258,1267.699951,1246,1260.800049
28-11-2022,435,440.350006,432.399994,433.25,1258.900024,1272,1246,1250.699951
29-11-2022,432.5,437.899994,429.549988,433.149994,1256,1265,1248.550049,1257.099976
30-11-2022,435,441,433.299988,439.399994,1262.099976,1316,1257.650024,1305.599976
01-12-2022,443,443.600006,436.850006,438.25,1315,1316.949951,1288,1293.449951
02-12-2022,439,441.149994,435,435.399994,1286.449951,1293.800049,1260,1264.599976
05-12-2022,435.5,437.5,427.799988,428.75,1269.449951,1269.449951,1252.599976,1259.800049
06-12-2022,428.799988,431.350006,425.350006,427.100006,1248.5,1265.449951,1248.5,1263.050049
07-12-2022,428,428,419.100006,420.100006,1262,1268.900024,1252.400024,1266.599976
08-12-2022,421,421.399994,415.350006,417.200012,1272.949951,1282,1269.5,1274.349976
09-12-2022,419.299988,420.950012,409.549988,413.299988,1281.5,1284.650024,1256.5,1265.400024
12-12-2022,412,416.899994,408,414.149994,1263.900024,1277.300049,1256.5,1264
13-12-2022,419.950012,421.5,417.25,418.5,1268,1285.949951,1267,1283.349976
14-12-2022,420.549988,421.350006,417.350006,417.899994,1287,1291,1276.449951,1286.449951
15-12-2022,418.850006,422.799988,415.700012,416.700012,1285.900024,1293.5,1281.75,1286.949951
16-12-2022,417.350006,427.799988,413.100006,421.600006,1277.949951,1287,1250,1251.599976
19-12-2022,421.899994,422.850006,415.5,418,1250.900024,1294.900024,1245.050049,1290.650024
20-12-2022,418,418,408,410.5,1287.949951,1288,1263.099976,1275.25
21-12-2022,412.600006,414.399994,401,402.600006,1279.900024,1284.5,1258.5,1265.699951
22-12-2022,404.100006,404.700012,390.200012,394.450012,1265.699951,1277.650024,1229.300049,1233.949951
23-12-2022,390,390,377,378.350006,1220,1230,1208,1224.599976
26-12-2022,380.25,390.700012,375.200012,384.799988,1224.599976,1247.400024,1216.300049,1237.050049
27-12-2022,390,397.450012,388.5,394.149994,1243.25,1248.5,1223.949951,1234.25
28-12-2022,394,395.899994,390.399994,391.299988,1229.849976,1255,1225,1252.349976
29-12-2022,389,390,383.049988,385.899994,1247.699951,1267.599976,1238.550049,1262.349976
30-12-2022,391,392.200012,387,387.950012,1265.349976,1265.349976,1245,1249.199951
02-01-2023,392.5,396,391,394.799988,1251,1271,1242.599976,1262.849976
03-01-2023,396,398.350006,393,393.899994,1263,1265,1246.699951,1249.300049
04-01-2023,394.799988,394.799988,385,385.600006,1252.349976,1255.800049,1231,1236.199951
05-01-2023,387.899994,388.75,382.5,386.899994,1240,1255,1231,1252.650024
06-01-2023,386.100006,388.399994,381,382,1252.650024,1274.949951,1248.150024,1264.900024
09-01-2023,386.350006,392.700012,385,389.450012,1272.949951,1313.900024,1271.650024,1310.349976
10-01-2023,400,417.75,400,412.899994,1310.5,1326.400024,1305.75,1314.900024
11-01-2023,415.75,420,413.549988,418.200012,1315.5,1320,1300.5,1312.599976
12-01-2023,420.299988,420.5,410.049988,412.25,1316,1327,1310,1319.900024
13-01-2023,413,416.350006,408,411.5,1325,1337,1311.599976,1328.150024
16-01-2023,413.5,414.899994,407.600006,413,1333,1335.25,1302.949951,1315.599976
17-01-2023,413,419.450012,412.5,415.299988,1318.949951,1323.849976,1304.099976,1320.849976
18-01-2023,415.899994,415.950012,407.450012,408.399994,1320.349976,1325,1308.099976,1322.150024
19-01-2023,406.5,407.799988,400.100006,400.75,1317.599976,1328.699951,1312.300049,1319.550049
20-01-2023,404,412.5,401.200012,403.149994,1324.050049,1325,1311.650024,1314.75
23-01-2023,407,410.950012,405,408.399994,1321.349976,1345.949951,1312.300049,1328.449951
24-01-2023,410,424,410,422.149994,1335.099976,1335.099976,1321.050049,1323.900024
25-01-2023,423.75,427.25,417.700012,419.049988,1324.900024,1332,1306.050049,1311.5
27-01-2023,438,453.399994,435.149994,445.600006,1318.099976,1339.800049,1286.650024,1320.199951
30-01-2023,445.600006,450,437.649994,443.649994,1320.099976,1342,1305,1331.599976
31-01-2023,443.700012,454.799988,440.899994,452.100006,1350.300049,1385.5,1335.300049,1378.75
01-02-2023,456.799988,461.5,437.649994,446.649994,1386.550049,1390,1322,1352.050049
02-02-2023,446.75,449.200012,440.700012,444.799988,1348.050049,1378.199951,1330.5,1352.400024
03-02-2023,447,450.799988,442.350006,445.450012,1359.199951,1391.949951,1350.550049,1388
06-02-2023,444.450012,447,439.549988,442,1391.900024,1391.900024,1360,1376
07-02-2023,441.700012,443.399994,432.899994,435.450012,1382.900024,1385,1361,1366.699951
08-02-2023,435.450012,441,431.549988,440.100006,1373.550049,1380,1360,1373.050049
09-02-2023,440,440.700012,433.549988,436.75,1372,1386,1363,1372.199951
